year,race_name,driverRef,constructor_name,grid,qualifying_pos,grid_penalty,positionOrder,driver_points_pre_race,driver_pos_pre_race,driver_form,team_form,constructor_points_pre_race,top3,top10,DNF,pos_gain_loss,circuit_passability,driver_track_history,team_history
2023,Japanese Grand Prix,hamilton,Mercedes,7,7,0,5,180.0,3.0,4.473158093762221,7.592781054309089,289.0,0,1,0,2,-0.25,2.5,4.199186991869919
2023,Japanese Grand Prix,sainz,Ferrari,6,6,0,6,142.0,5.0,5.392208685374311,6.087785235910261,285.0,0,1,0,0,-0.25,13.5,6.703252032520325
2023,Japanese Grand Prix,russell,Mercedes,8,8,0,7,109.0,7.0,10.71240401485596,7.592781054309089,305.0,0,1,0,1,-0.25,12.0,4.199186991869919
2023,Japanese Grand Prix,alonso,Aston Martin,10,10,0,8,170.0,4.0,8.688557396270637,11.601410823003755,217.0,0,1,0,2,-0.25,10.666666666666666,11.943181818181818
2023,Japanese Grand Prix,ocon,Alpine F1 Team,14,14,0,9,36.0,12.0,15.282452810380809,12.678883966090162,81.0,0,1,0,5,-0.25,6.333333333333333,10.056818181818182
2023,Japanese Grand Prix,gasly,Alpine F1 Team,12,12,0,10,45.0,10.0,10.075315121799514,12.678883966090162,84.0,0,1,0,2,-0.25,12.25,10.056818181818182
2023,Japanese Grand Prix,lawson,AlphaTauri,11,11,0,11,2.0,19.0,10.534246575342468,14.504319243004224,5.0,0,0,0,0,-0.25,12.0,11.926229508196721
2023,Japanese Grand Prix,tsunoda,AlphaTauri,9,9,0,12,3.0,17.0,16.754756897355666,14.504319243004224,5.0,0,0,0,-3,-0.25,13.0,11.926229508196721
2023,Japanese Grand Prix,zhou,Alfa Romeo,19,19,0,13,4.0,16.0,13.986772437642466,13.79149597225875,10.0,0,0,0,6,-0.25,16.0,13.21951219512195
2023,Japanese Grand Prix,hulkenberg,Haas F1 Team,18,18,0,14,9.0,14.0,14.683938000656129,14.748432455786654,12.0,0,0,0,4,-0.25,18.666666666666668,14.390243902439025
2023,Japanese Grand Prix,kevin_magnussen,Haas F1 Team,15,15,0,15,3.0,18.0,14.81292691091718,14.748432455786654,12.0,0,0,0,0,-0.25,14.25,14.390243902439025
2023,Japanese Grand Prix,albon,Williams,13,13,0,16,21.0,13.0,9.981358573672466,12.721875217586252,21.0,0,0,1,-3,-0.25,12.0,14.699186991869919
2023,Japanese Grand Prix,sargeant,Williams,0,20,-20,17,0.0,20.0,15.462391861500038,12.721875217586252,21.0,0,0,1,-17,-0.25,12.0,14.699186991869919
2023,Japanese Grand Prix,stroll,Aston Martin,17,17,0,18,47.0,9.0,14.514264249736875,11.601410823003755,221.0,0,0,1,-1,-0.25,13.5,11.943181818181818
2023,Japanese Grand Prix,perez,Red Bull,5,5,0,19,223.0,2.0,4.7224513284794725,3.4685281956332763,623.0,0,0,1,-14,-0.25,6.0,6.686991869918699
2023,Japanese Grand Prix,bottas,Alfa Romeo,16,16,0,20,6.0,15.0,13.596219506875032,13.79149597225875,10.0,0,0,1,-4,-0.25,5.5,13.21951219512195
2023,Qatar Grand Prix,max_verstappen,Red Bull,1,1,0,1,400.0,1.0,1.849008559630366,5.434503248185597,623.0,1,1,0,0,0.0,2.0,6.686991869918699
2023,Qatar Grand Prix,piastri,McLaren,6,6,0,2,57.0,9.0,7.988836401496124,6.207835341341036,172.0,1,1,0,4,0.0,12.0,10.74390243902439
2023,Qatar Grand Prix,norris,McLaren,10,10,0,3,115.0,7.0,4.426834281185947,6.207835341341036,219.0,1,1,0,7,0.0,9.0,10.74390243902439
2023,Qatar Grand Prix,russell,Mercedes,2,2,0,4,115.0,8.0,9.594969247194197,7.113353459619615,305.0,0,1,0,-2,0.0,17.0,4.199186991869919
2023,Qatar Grand Prix,leclerc,Ferrari,5,5,0,5,135.0,6.0,5.945569019627209,5.760361540242686,285.0,0,1,0,0,0.0,8.0,6.703252032520325
2023,Qatar Grand Prix,alonso,Aston Martin,4,4,0,6,174.0,4.0,8.481301404992617,12.022386601986067,221.0,0,1,0,-2,0.0,3.0,11.943181818181818
2023,Qatar Grand Prix,ocon,Alpine F1 Team,8,8,0,7,38.0,12.0,13.39143255277389,11.722038899697385,84.0,0,1,0,1,0.0,5.0,10.056818181818182
2023,Qatar Grand Prix,bottas,Alfa Romeo,9,9,0,8,6.0,15.0,15.523759434872249,14.606756530333389,10.0,0,1,0,1,0.0,20.0,13.21951219512195
2023,Qatar Grand Prix,zhou,Alfa Romeo,19,20,-1,9,4.0,16.0,13.689753625794523,14.606756530333389,16.0,0,1,0,10,0.0,12.0,13.21951219512195
2023,Qatar Grand Prix,perez,Red Bull,0,13,-13,10,223.0,2.0,9.019997936740827,5.434503248185597,657.0,0,1,0,-10,0.0,4.0,6.686991869918699
2023,Qatar Grand Prix,stroll,Aston Martin,16,17,-1,11,47.0,10.0,15.563471798979522,12.022386601986067,230.0,0,0,0,5,0.0,6.0,11.943181818181818
2023,Qatar Grand Prix,gasly,Alpine F1 Team,7,7,0,12,46.0,11.0,10.052645246620878,11.722038899697385,90.0,0,0,0,-5,0.0,11.0,10.056818181818182
2023,Qatar Grand Prix,albon,Williams,13,14,-1,13,21.0,13.0,11.792971522304818,13.85909195680408,21.0,0,0,0,0,0.0,12.0,14.699186991869919
2023,Qatar Grand Prix,kevin_magnussen,Haas F1 Team,18,19,-1,14,3.0,18.0,14.869235969144276,14.673654209022374,12.0,0,0,0,4,0.0,12.0,14.390243902439025
2023,Qatar Grand Prix,tsunoda,AlphaTauri,11,11,0,15,3.0,17.0,15.32357358658906,13.60001821276777,5.0,0,0,0,-4,0.0,13.0,11.926229508196721
2023,Qatar Grand Prix,hulkenberg,Haas F1 Team,14,15,-1,16,9.0,14.0,14.478072448900472,14.673654209022374,12.0,0,0,0,-2,0.0,12.0,14.390243902439025
2023,Qatar Grand Prix,lawson,AlphaTauri,17,18,-1,17,2.0,19.0,10.718120805369129,13.60001821276777,5.0,0,0,0,0,0.0,12.0,11.926229508196721
2023,Qatar Grand Prix,sargeant,Williams,15,16,-1,18,0.0,20.0,15.92521239130334,13.85909195680408,23.0,0,0,1,-3,0.0,12.0,14.699186991869919
2023,Qatar Grand Prix,hamilton,Mercedes,3,3,0,19,190.0,3.0,4.631737672045038,7.113353459619615,326.0,0,0,1,-16,0.0,1.0,4.199186991869919
2023,Qatar Grand Prix,sainz,Ferrari,12,12,0,20,150.0,5.0,5.575154060858166,5.760361540242686,298.0,0,0,1,-8,0.0,7.0,6.703252032520325
2023,United States Grand Prix,max_verstappen,Red Bull,6,6,0,1,433.0,1.0,1.5937120942616778,5.454198089941523,657.0,1,1,0,5,-0.4,2.2,6.686991869918699
2023,United States Grand Prix,norris,McLaren,2,2,0,2,136.0,7.0,3.9977858993743,5.092891038275833,219.0,1,1,0,0,-0.4,7.0,10.74390243902439
2023,United States Grand Prix,sainz,Ferrari,4,4,0,3,153.0,5.0,9.912698294044802,7.786967582221831,298.0,1,1,0,1,-0.4,9.8,6.703252032520325
2023,United States Grand Prix,perez,Red Bull,9,9,0,4,224.0,2.0,9.31468408562137,5.454198089941523,706.0,0,1,0,5,-0.4,6.6,6.686991869918699
2023,United States Grand Prix,russell,Mercedes,5,5,0,5,132.0,8.0,7.912564686659421,8.432415963616592,326.0,0,1,0,0,-0.4,12.0,4.199186991869919
2023,United States Grand Prix,gasly,Alpine F1 Team,7,7,0,6,46.0,11.0,10.638213883965417,11.053872871723003,90.0,0,1,0,1,-0.4,15.5,10.056818181818182
2023,United States Grand Prix,stroll,Aston Martin,0,19,-19,7,47.0,10.0,14.191238024803694,10.96320664561369,230.0,0,1,0,-7,-0.4,13.6,11.943181818181818
2023,United States Grand Prix,tsunoda,AlphaTauri,11,11,0,8,3.0,17.0,15.226275164793618,14.321691581404206,5.0,0,1,0,3,-0.4,9.5,11.926229508196721
2023,United States Grand Prix,albon,Williams,15,18,-3,9,23.0,13.0,12.15592440476938,14.352512215847584,23.0,0,1,0,6,-0.4,9.0,14.699186991869919
2023,United States Grand Prix,sargeant,Williams,16,20,-4,10,0.0,20.0,16.54910002692579,14.352512215847584,26.0,0,1,0,6,-0.4,12.0,14.699186991869919
2023,United States Grand Prix,hulkenberg,Haas F1 Team,0,16,-16,11,9.0,15.0,14.935715331219695,14.771786231343572,12.0,0,0,0,-11,-0.4,11.666666666666666,14.390243902439025
2023,United States Grand Prix,bottas,Alfa Romeo,13,13,0,12,10.0,14.0,13.26136859296665,12.770457780012158,16.0,0,0,0,1,-0.4,7.2,13.21951219512195
2023,United States Grand Prix,zhou,Alfa Romeo,12,12,0,13,6.0,16.0,12.279546967057666,12.770457780012158,16.0,0,0,0,-1,-0.4,12.0,13.21951219512195
2023,United States Grand Prix,kevin_magnussen,Haas F1 Team,0,14,-14,14,3.0,18.0,14.607857131467451,14.771786231343572,12.0,0,0,0,-14,-0.4,15.75,14.390243902439025
2023,United States Grand Prix,ricciardo,AlphaTauri,14,15,-1,15,0.0,21.0,14.764705882352942,14.321691581404206,10.0,0,0,0,-1,-0.4,12.2,11.926229508196721
2023,United States Grand Prix,alonso,Aston Martin,0,17,-17,16,183.0,4.0,7.735175266423687,10.96320664561369,236.0,0,0,1,-16,-0.4,15.0,11.943181818181818
2023,United States Grand Prix,piastri,McLaren,10,10,0,17,83.0,9.0,6.187996177177365,5.092891038275833,242.0,0,0,1,-7,-0.4,12.0,10.74390243902439
2023,United States Grand Prix,ocon,Alpine F1 Team,8,8,0,18,44.0,12.0,11.46953185948059,11.053872871723003,100.0,0,0,1,-10,-0.4,13.75,10.056818181818182
2023,United States Grand Prix,hamilton,Mercedes,3,3,0,19,194.0,3.0,8.952267240573764,8.432415963616592,344.0,0,0,1,-16,-0.4,2.0,4.199186991869919
2023,United States Grand Prix,leclerc,Ferrari,1,1,0,20,145.0,6.0,5.6612368703988665,7.786967582221831,322.0,0,0,1,-19,-0.4,6.5,6.703252032520325
2023,Mexico City Grand Prix,max_verstappen,Red Bull,3,3,0,1,466.0,1.0,1.4153079502491408,4.56649311210222,706.0,1,1,0,2,0.0,1.0,6.686991869918699
2023,Mexico City Grand Prix,hamilton,Mercedes,6,6,0,2,201.0,3.0,11.971503633999996,9.504436867949474,344.0,1,1,0,4,0.0,2.0,4.199186991869919
2023,Mexico City Grand Prix,leclerc,Ferrari,1,1,0,3,151.0,7.0,9.969882065703812,8.902694171905473,322.0,1,1,0,-2,0.0,5.5,6.703252032520325
2023,Mexico City Grand Prix,sainz,Ferrari,2,2,0,4,171.0,5.0,7.835506278107138,8.902694171905473,349.0,0,1,0,-2,0.0,5.5,6.703252032520325
2023,Mexico City Grand Prix,norris,McLaren,17,19,-2,5,159.0,6.0,3.397472571175364,6.417180217299771,242.0,0,1,0,12,0.0,9.5,10.74390243902439
2023,Mexico City Grand Prix,russell,Mercedes,8,8,0,6,143.0,8.0,7.037370101898953,9.504436867949474,371.0,0,1,0,2,0.0,10.0,4.199186991869919
2023,Mexico City Grand Prix,ricciardo,AlphaTauri,4,4,0,7,0.0,22.0,14.872146118721462,13.473803394329606,10.0,0,1,0,-3,0.0,9.5,11.926229508196721
2023,Mexico City Grand Prix,piastri,McLaren,7,7,0,8,83.0,9.0,9.43688786342418,6.417180217299771,256.0,0,1,0,-1,0.0,12.0,10.74390243902439
2023,Mexico City Grand Prix,albon,Williams,14,14,0,9,25.0,13.0,11.207602823580563,12.894384115467156,26.0,0,1,0,5,0.0,12.0,14.699186991869919
2023,Mexico City Grand Prix,ocon,Alpine F1 Team,15,16,-1,10,44.0,12.0,13.431867796159368,11.338173969980406,100.0,0,1,0,5,0.0,10.5,10.056818181818182
2023,Mexico City Grand Prix,gasly,Alpine F1 Team,11,11,0,11,56.0,10.0,9.244480143801445,11.338173969980406,101.0,0,0,0,0,0.0,7.5,10.056818181818182
2023,Mexico City Grand Prix,tsunoda,AlphaTauri,18,15,3,12,8.0,16.0,13.054856647915893,13.473803394329606,16.0,0,0,0,6,0.0,20.0,11.926229508196721
2023,Mexico City Grand Prix,hulkenberg,Haas F1 Team,12,12,0,13,9.0,15.0,13.75307490410083,14.089138729465864,12.0,0,0,0,-1,0.0,12.0,14.390243902439025
2023,Mexico City Grand Prix,zhou,Alfa Romeo,10,10,0,14,6.0,17.0,12.496035409664096,12.689188105365218,16.0,0,0,0,-4,0.0,13.0,13.21951219512195
2023,Mexico City Grand Prix,bottas,Alfa Romeo,9,9,0,15,10.0,14.0,12.882340801066338,12.689188105365218,16.0,0,0,0,-6,0.0,12.5,13.21951219512195
2023,Mexico City Grand Prix,sargeant,Williams,19,20,-1,16,1.0,20.0,14.581165407353742,12.894384115467156,28.0,0,0,1,3,0.0,12.0,14.699186991869919
2023,Mexico City Grand Prix,stroll,Aston Martin,0,18,-18,17,53.0,11.0,12.030347794327689,11.124507316134814,236.0,0,0,1,-17,0.0,14.5,11.943181818181818
2023,Mexico City Grand Prix,alonso,Aston Martin,13,13,0,18,183.0,4.0,10.218666837941935,11.124507316134814,236.0,0,0,1,-5,0.0,14.0,11.943181818181818
2023,Mexico City Grand Prix,kevin_magnussen,Haas F1 Team,16,17,-1,19,3.0,18.0,14.425202554830902,14.089138729465864,12.0,0,0,1,-3,0.0,17.0,14.390243902439025
2023,Mexico City Grand Prix,perez,Red Bull,5,5,0,20,240.0,2.0,7.717678273955299,4.56649311210222,731.0,0,0,1,-15,0.0,3.0,6.686991869918699
2023,São Paulo Grand Prix,max_verstappen,Red Bull,1,1,0,1,491.0,1.0,1.2905733815469356,6.348576556711224,731.0,1,1,0,0,-1.0,4.0,6.686991869918699
2023,São Paulo Grand Prix,norris,McLaren,6,7,-1,2,169.0,6.0,3.878779436473709,6.4420545060508685,256.0,1,1,0,4,-1.0,14.0,10.74390243902439
2023,São Paulo Grand Prix,alonso,Aston Martin,4,4,0,3,183.0,5.0,12.555730781252487,13.039337816511525,236.0,1,1,0,1,-1.0,7.0,11.943181818181818
2023,São Paulo Grand Prix,perez,Red Bull,9,9,0,4,240.0,2.0,11.406579731875508,6.348576556711224,782.0,0,1,0,5,-1.0,5.5,6.686991869918699
2023,São Paulo Grand Prix,stroll,Aston Martin,3,3,0,5,53.0,11.0,13.52294485177056,13.039337816511525,261.0,0,1,0,-2,-1.0,15.0,11.943181818181818
2023,São Paulo Grand Prix,sainz,Ferrari,7,8,-1,6,183.0,4.0,6.683541281850041,7.280036269598819,349.0,0,1,0,1,-1.0,4.5,6.703252032520325
2023,São Paulo Grand Prix,gasly,Alpine F1 Team,15,13,2,7,56.0,10.0,9.77173711535646,11.086434824172573,101.0,0,1,0,8,-1.0,10.5,10.056818181818182
2023,São Paulo Grand Prix,hamilton,Mercedes,5,5,0,8,220.0,3.0,8.976638728684993,7.851221324494764,371.0,0,1,0,-3,-1.0,1.5,4.199186991869919
2023,São Paulo Grand Prix,tsunoda,AlphaTauri,16,16,0,9,8.0,16.0,12.738038515873129,12.28030191620545,16.0,0,1,0,7,-1.0,16.0,11.926229508196721
2023,São Paulo Grand Prix,ocon,Alpine F1 Team,14,12,2,10,45.0,12.0,12.401132532988685,11.086434824172573,108.0,0,1,0,4,-1.0,8.0,10.056818181818182
2023,São Paulo Grand Prix,sargeant,Williams,19,19,0,11,1.0,21.0,15.007301533251,12.775933860623043,28.0,0,0,0,8,-1.0,12.0,14.699186991869919
2023,São Paulo Grand Prix,hulkenberg,Haas F1 Team,11,11,0,12,9.0,15.0,13.526894612326686,14.66305130755843,12.0,0,0,0,-1,-1.0,12.0,14.390243902439025
2023,São Paulo Grand Prix,ricciardo,AlphaTauri,17,17,0,13,6.0,17.0,11.764311093564944,12.28030191620545,21.0,0,0,0,4,-1.0,19.5,11.926229508196721
2023,São Paulo Grand Prix,piastri,McLaren,10,10,0,14,87.0,9.0,9.005329575628028,6.4420545060508685,282.0,0,0,0,-4,-1.0,12.0,10.74390243902439
2023,São Paulo Grand Prix,russell,Mercedes,8,6,2,15,151.0,8.0,6.7258039203045366,7.851221324494764,382.0,0,0,1,-7,-1.0,7.0,4.199186991869919
2023,São Paulo Grand Prix,bottas,Alfa Romeo,18,18,0,16,10.0,14.0,13.518363556418812,13.233051618073302,16.0,0,0,1,2,-1.0,6.0,13.21951219512195
2023,São Paulo Grand Prix,zhou,Alfa Romeo,20,20,0,17,6.0,18.0,12.947739679727793,13.233051618073302,16.0,0,0,1,3,-1.0,12.0,13.21951219512195
2023,São Paulo Grand Prix,kevin_magnussen,Haas F1 Team,12,14,-2,18,3.0,19.0,15.799208002790174,14.66305130755843,12.0,0,0,1,-6,-1.0,19.0,14.390243902439025
2023,São Paulo Grand Prix,albon,Williams,13,15,-2,19,27.0,13.0,10.544566187995086,12.775933860623043,28.0,0,0,1,-6,-1.0,15.0,14.699186991869919
2023,São Paulo Grand Prix,leclerc,Ferrari,0,2,-2,20,166.0,7.0,7.876531257347602,7.280036269598819,362.0,0,0,1,-20,-1.0,4.5,6.703252032520325
2023,Las Vegas Grand Prix,max_verstappen,Red Bull,2,3,-1,1,524.0,1.0,1.2033317550118876,5.193081594080219,782.0,1,1,0,1,0.0,12.0,6.686991869918699
2023,Las Vegas Grand Prix,leclerc,Ferrari,1,1,0,2,170.0,7.0,11.516476274764706,8.99739570873614,362.0,1,1,0,-1,0.0,12.0,6.703252032520325
2023,Las Vegas Grand Prix,perez,Red Bull,11,12,-1,3,258.0,2.0,9.182831433148548,5.193081594080219,822.0,1,1,0,8,0.0,12.0,6.686991869918699
2023,Las Vegas Grand Prix,ocon,Alpine F1 Team,16,17,-1,4,46.0,12.0,11.68021753868004,10.309884750017698,108.0,0,1,0,12,0.0,12.0,10.056818181818182
2023,Las Vegas Grand Prix,stroll,Aston Martin,19,14,5,5,63.0,10.0,10.964019571765611,10.325370935877444,261.0,0,1,0,14,0.0,12.0,11.943181818181818
2023,Las Vegas Grand Prix,sainz,Ferrari,12,2,10,6,192.0,6.0,6.478315142707571,8.99739570873614,388.0,0,1,0,6,0.0,12.0,6.703252032520325
2023,Las Vegas Grand Prix,hamilton,Mercedes,10,11,-1,7,226.0,3.0,8.68341313873591,8.946729057594041,382.0,0,1,0,3,0.0,12.0,4.199186991869919
2023,Las Vegas Grand Prix,russell,Mercedes,3,4,-1,8,156.0,8.0,9.210044976452172,8.946729057594041,392.0,0,1,0,-5,0.0,12.0,4.199186991869919
2023,Las Vegas Grand Prix,alonso,Aston Martin,9,10,-1,9,198.0,4.0,9.686722299989269,10.325370935877444,273.0,0,1,0,0,0.0,12.0,11.943181818181818
2023,Las Vegas Grand Prix,piastri,McLaren,18,19,-1,10,87.0,9.0,10.504927265922053,6.90981138805252,282.0,0,1,0,8,0.0,12.0,10.74390243902439
2023,Las Vegas Grand Prix,gasly,Alpine F1 Team,4,5,-1,11,62.0,11.0,8.939551961355352,10.309884750017698,120.0,0,0,0,-7,0.0,12.0,10.056818181818182
2023,Las Vegas Grand Prix,albon,Williams,5,6,-1,12,27.0,13.0,13.083221982588562,13.443686517414246,28.0,0,0,0,-7,0.0,12.0,14.699186991869919
2023,Las Vegas Grand Prix,kevin_magnussen,Haas F1 Team,8,9,-1,13,3.0,19.0,16.45997284119258,14.76421663740029,12.0,0,0,0,-5,0.0,12.0,14.390243902439025
2023,Las Vegas Grand Prix,ricciardo,AlphaTauri,14,15,-1,14,6.0,17.0,12.209909487577082,11.895904622031209,21.0,0,0,0,0,0.0,12.0,11.926229508196721
2023,Las Vegas Grand Prix,zhou,Alfa Romeo,17,18,-1,15,6.0,18.0,14.164388567529915,14.2139187887962,16.0,0,0,0,2,0.0,12.0,13.21951219512195
2023,Las Vegas Grand Prix,sargeant,Williams,6,7,-1,16,1.0,21.0,13.804151052239929,13.443686517414246,28.0,0,0,0,-10,0.0,12.0,14.699186991869919
2023,Las Vegas Grand Prix,bottas,Alfa Romeo,7,8,-1,17,10.0,15.0,14.263449010062486,14.2139187887962,16.0,0,0,0,-10,0.0,12.0,13.21951219512195
2023,Las Vegas Grand Prix,tsunoda,AlphaTauri,20,20,0,18,13.0,14.0,11.615731446866013,11.895904622031209,21.0,0,0,1,2,0.0,12.0,11.926229508196721
2023,Las Vegas Grand Prix,hulkenberg,Haas F1 Team,13,13,0,19,9.0,16.0,13.068460433608,14.76421663740029,12.0,0,0,1,-6,0.0,12.0,14.390243902439025
2023,Las Vegas Grand Prix,norris,McLaren,15,16,-1,20,195.0,5.0,3.314695510182988,6.90981138805252,284.0,0,0,1,-5,0.0,12.0,10.74390243902439
2023,Abu Dhabi Grand Prix,max_verstappen,Red Bull,1,1,0,1,549.0,1.0,1.1422981384342117,4.2346217720866886,822.0,1,1,0,0,0.0,2.1666666666666665,6.686991869918699
2023,Abu Dhabi Grand Prix,leclerc,Ferrari,2,2,0,2,188.0,7.0,8.65993788463189,7.497339145726137,388.0,1,1,0,0,0.0,7.0,6.703252032520325
2023,Abu Dhabi Grand Prix,russell,Mercedes,4,4,0,3,160.0,8.0,8.84682861051756,8.512467785478357,392.0,1,1,0,1,0.0,13.75,4.199186991869919
2023,Abu Dhabi Grand Prix,perez,Red Bull,9,9,0,4,273.0,2.0,7.326945405739163,4.2346217720866886,860.0,0,1,0,5,0.0,10.0,6.686991869918699
2023,Abu Dhabi Grand Prix,norris,McLaren,5,5,0,5,195.0,6.0,8.323084271956702,9.338224351653867,284.0,0,1,0,0,0.0,6.5,10.74390243902439
2023,Abu Dhabi Grand Prix,piastri,McLaren,3,3,0,6,89.0,9.0,10.353364431351038,9.338224351653867,302.0,0,1,0,-3,0.0,12.0,10.74390243902439
2023,Abu Dhabi Grand Prix,alonso,Aston Martin,7,7,0,7,200.0,5.0,9.480590475914696,9.32720213205718,273.0,0,1,0,0,0.0,12.0,11.943181818181818
2023,Abu Dhabi Grand Prix,tsunoda,AlphaTauri,6,6,0,8,13.0,14.0,13.532082382695547,13.127821317396936,21.0,0,1,0,-2,0.0,7.5,11.926229508196721
2023,Abu Dhabi Grand Prix,hamilton,Mercedes,11,11,0,9,232.0,3.0,8.178106960439154,8.512467785478357,409.0,0,1,0,2,0.0,4.5,4.199186991869919
2023,Abu Dhabi Grand Prix,stroll,Aston Martin,13,13,0,10,73.0,10.0,9.17381378819966,9.32720213205718,280.0,0,1,0,3,0.0,13.666666666666666,11.943181818181818
2023,Abu Dhabi Grand Prix,ricciardo,AlphaTauri,15,15,0,11,6.0,17.0,12.818541600791525,13.127821317396936,25.0,0,0,0,4,0.0,10.5,11.926229508196721
2023,Abu Dhabi Grand Prix,ocon,Alpine F1 Team,12,12,0,12,58.0,12.0,9.374864631744607,9.466448227030858,120.0,0,0,0,0,0.0,10.0,10.056818181818182
2023,Abu Dhabi Grand Prix,gasly,Alpine F1 Team,10,10,0,13,62.0,11.0,9.558031822317105,9.466448227030858,120.0,0,0,0,-3,0.0,12.833333333333334,10.056818181818182
2023,Abu Dhabi Grand Prix,albon,Williams,14,14,0,14,27.0,13.0,12.758073777626898,13.610673832264036,28.0,0,0,0,0,0.0,7.666666666666667,14.699186991869919
2023,Abu Dhabi Grand Prix,hulkenberg,Haas F1 Team,8,8,0,15,9.0,16.0,14.8489167700485,15.135158834410156,12.0,0,0,0,-7,0.0,12.666666666666666,14.390243902439025
2023,Abu Dhabi Grand Prix,sargeant,Williams,20,20,0,16,1.0,21.0,14.463273886901174,13.610673832264036,28.0,0,0,0,4,0.0,12.0,14.699186991869919
2023,Abu Dhabi Grand Prix,zhou,Alfa Romeo,19,19,0,17,6.0,18.0,14.415212093714109,14.750042601895784,16.0,0,0,0,2,0.0,12.0,13.21951219512195
2023,Abu Dhabi Grand Prix,sainz,Ferrari,16,16,0,18,200.0,4.0,6.334740406820383,7.497339145726137,406.0,0,0,1,-2,0.0,8.0,6.703252032520325
2023,Abu Dhabi Grand Prix,bottas,Alfa Romeo,18,18,0,19,10.0,15.0,15.08487311007746,14.750042601895784,16.0,0,0,0,-1,0.0,5.5,13.21951219512195
2023,Abu Dhabi Grand Prix,kevin_magnussen,Haas F1 Team,17,17,0,20,3.0,19.0,15.421400898771816,15.135158834410156,12.0,0,0,0,-3,0.0,14.4,14.390243902439025
2024,Bahrain Grand Prix,max_verstappen,Red Bull,1,1,0,1,575.0,1.0,1.0995919995678838,3.714031699058161,860.0,1,1,0,0,-0.09166666666666666,10.666666666666666,6.686991869918699
2024,Bahrain Grand Prix,perez,Red Bull,5,5,0,2,285.0,2.0,6.328471398548437,3.714031699058161,44.0,1,1,0,3,-0.09166666666666666,12.333333333333334,6.686991869918699
2024,Bahrain Grand Prix,sainz,Ferrari,4,4,0,3,200.0,7.0,9.835687092278343,8.248431065508035,406.0,1,1,0,1,-0.09166666666666666,10.166666666666666,6.703252032520325
2024,Bahrain Grand Prix,leclerc,Ferrari,2,2,0,4,206.0,5.0,6.661175038737722,8.248431065508035,27.0,0,1,0,-2,-0.09166666666666666,6.4,6.703252032520325
2024,Bahrain Grand Prix,russell,Mercedes,3,3,0,5,175.0,8.0,7.092093957514193,7.758432635584808,409.0,0,1,0,-2,-0.09166666666666666,11.25,4.199186991869919
2024,Bahrain Grand Prix,norris,McLaren,7,7,0,6,205.0,6.0,7.3257690579681185,8.186306666956721,302.0,0,1,0,1,-0.09166666666666666,7.25,10.74390243902439
2024,Bahrain Grand Prix,hamilton,Mercedes,9,9,0,7,234.0,3.0,8.424771313655421,7.758432635584808,16.0,0,1,0,2,-0.09166666666666666,1.8333333333333333,4.199186991869919
2024,Bahrain Grand Prix,piastri,McLaren,8,8,0,8,97.0,9.0,9.046844275945324,8.186306666956721,12.0,0,1,0,0,-0.09166666666666666,12.0,10.74390243902439
2024,Bahrain Grand Prix,alonso,Aston Martin,6,6,0,9,206.0,4.0,8.73612225938999,9.078944428120392,280.0,0,1,0,-3,-0.09166666666666666,12.25,11.943181818181818
2024,Bahrain Grand Prix,stroll,Aston Martin,12,12,0,10,74.0,10.0,9.421766596850793,9.078944428120392,3.0,0,1,0,2,-0.09166666666666666,14.333333333333334,11.943181818181818
2024,Bahrain Grand Prix,zhou,Sauber,17,17,0,11,6.0,18.0,15.19095176592974,15.0,0.0,0,0,0,6,-0.09166666666666666,10.0,13.914634146341463
2024,Bahrain Grand Prix,kevin_magnussen,Haas F1 Team,15,15,0,12,3.0,19.0,16.79551788429159,15.84488867575436,12.0,0,0,0,3,-0.09166666666666666,11.8,14.390243902439025
2024,Bahrain Grand Prix,ricciardo,RB F1 Team,14,14,0,13,6.0,17.0,12.224017504795151,15.0,0.0,0,0,0,1,-0.09166666666666666,11.833333333333334,12.0
2024,Bahrain Grand Prix,tsunoda,RB F1 Team,11,11,0,14,17.0,14.0,11.87180853052152,15.0,0.0,0,0,0,-3,-0.09166666666666666,8.5,12.0
2024,Bahrain Grand Prix,albon,Williams,13,13,0,15,27.0,13.0,13.13079737259452,14.027634706825204,28.0,0,0,0,-2,-0.09166666666666666,8.333333333333334,14.699186991869919
2024,Bahrain Grand Prix,hulkenberg,Haas F1 Team,10,10,0,16,9.0,16.0,14.894259467217127,15.84488867575436,0.0,0,0,0,-6,-0.09166666666666666,12.25,14.390243902439025
2024,Bahrain Grand Prix,ocon,Alpine F1 Team,19,19,0,17,58.0,12.0,10.162713276942831,10.376869717432225,120.0,0,0,0,2,-0.09166666666666666,9.8,10.056818181818182
2024,Bahrain Grand Prix,gasly,Alpine F1 Team,20,20,0,18,62.0,11.0,10.591026157921617,10.376869717432225,0.0,0,0,0,2,-0.09166666666666666,11.0,10.056818181818182
2024,Bahrain Grand Prix,bottas,Sauber,16,16,0,19,10.0,15.0,16.25987058003823,15.0,0.0,0,0,0,-3,-0.09166666666666666,4.0,13.914634146341463
2024,Bahrain Grand Prix,sargeant,Williams,18,18,0,20,1.0,21.0,14.92447204105589,14.027634706825204,0.0,0,0,0,-2,-0.09166666666666666,12.0,14.699186991869919
