year,race_name,driverRef,constructor_name,grid,qualifying_pos,grid_penalty,positionOrder,driver_points_pre_race,driver_pos_pre_race,driver_form,team_form,constructor_points_pre_race,top3,top10,DNF,pos_gain_loss,circuit_passability,driver_track_history,team_history
2023,Canadian Grand Prix,gasly,Alpine F1 Team,15,17,-2,12,15.0,10.0,9.583689325847656,9.120090629749589,44.0,0,0,0,3,-0.25,11.0,10.056818181818182
2023,Canadian Grand Prix,norris,McLaren,7,7,0,13,12.0,11.0,13.408711989823525,13.222857089615308,17.0,0,0,0,-6,-0.25,17.5,10.74390243902439
2023,Canadian Grand Prix,tsunoda,AlphaTauri,19,16,3,14,2.0,16.0,12.051680403449827,13.493030316602583,2.0,0,0,0,5,-0.25,18.0,11.926229508196721
2023,Canadian Grand Prix,hulkenberg,Haas F1 Team,5,2,3,15,6.0,12.0,14.889169643578123,15.28271401478806,8.0,0,0,0,-10,-0.25,7.333333333333333,14.390243902439025
2023,Canadian Grand Prix,zhou,Alfa Romeo,20,20,0,16,4.0,15.0,12.647101381284738,13.818527019741934,9.0,0,0,0,4,-0.25,8.0,13.21951219512195
2023,Canadian Grand Prix,kevin_magnussen,Haas F1 Team,13,14,-1,17,2.0,17.0,15.676258385998,15.28271401478806,8.0,0,0,0,-4,-0.25,14.75,14.390243902439025
2023,Canadian Grand Prix,de_vries,AlphaTauri,17,18,-1,18,0.0,19.0,14.93438022975534,13.493030316602583,2.0,0,0,0,-1,-0.25,12.0,11.926229508196721
2023,Canadian Grand Prix,russell,Mercedes,4,5,-1,19,65.0,5.0,5.564769605524224,4.695998357536031,167.0,0,0,1,-15,-0.25,10.0,4.199186991869919
2023,Canadian Grand Prix,sargeant,Williams,18,19,-1,20,0.0,20.0,18.252308488995265,16.59761953878278,7.0,0,0,1,-2,-0.25,12.0,14.699186991869919
2023,Austrian Grand Prix,max_verstappen,Red Bull,1,1,0,1,195.0,1.0,1.1138902460427764,3.531758324190519,321.0,1,1,0,0,-0.3333333333333333,7.5,6.686991869918699
2023,Austrian Grand Prix,leclerc,Ferrari,2,2,0,2,54.0,7.0,7.484774781448702,6.669263663357893,122.0,1,1,0,0,-0.3333333333333333,4.4,6.703252032520325
2023,Austrian Grand Prix,perez,Red Bull,15,15,0,3,126.0,2.0,5.94962640233826,3.531758324190519,377.0,1,1,0,12,-0.3333333333333333,9.5,6.686991869918699
2023,Austrian Grand Prix,norris,McLaren,4,4,0,4,12.0,11.0,13.278597554614384,12.833557623197676,17.0,0,1,0,0,-0.3333333333333333,4.75,10.74390243902439
2023,Austrian Grand Prix,alonso,Aston Martin,7,7,0,5,117.0,3.0,3.4934780261884946,6.890690446783054,154.0,0,1,0,2,-0.3333333333333333,11.75,11.943181818181818
2023,Austrian Grand Prix,sainz,Ferrari,3,3,0,6,68.0,5.0,5.853752545267083,6.669263663357893,154.0,0,1,0,-3,-0.3333333333333333,10.833333333333334,6.703252032520325
2023,Austrian Grand Prix,russell,Mercedes,11,11,0,7,65.0,6.0,9.841907194359507,6.702892291870685,167.0,0,1,0,4,-0.3333333333333333,12.0,4.199186991869919
2023,Austrian Grand Prix,hamilton,Mercedes,5,5,0,8,102.0,4.0,3.5638773893818594,6.702892291870685,178.0,0,1,0,-3,-0.3333333333333333,6.0,4.199186991869919
2023,Austrian Grand Prix,stroll,Aston Martin,6,6,0,9,37.0,8.0,10.287902867377612,6.890690446783054,175.0,0,1,0,-3,-0.3333333333333333,13.666666666666666,11.943181818181818
2023,Austrian Grand Prix,gasly,Alpine F1 Team,9,9,0,10,15.0,10.0,10.352927582823908,9.4002118730603,44.0,0,1,0,-1,-0.3333333333333333,9.8,10.056818181818182
2023,Austrian Grand Prix,albon,Williams,10,10,0,11,7.0,12.0,12.414279721529534,15.611484982379038,7.0,0,0,0,-1,-0.3333333333333333,13.333333333333334,14.699186991869919
2023,Austrian Grand Prix,zhou,Alfa Romeo,17,17,0,12,4.0,16.0,13.714504640670414,13.557946993882828,9.0,0,0,0,5,-0.3333333333333333,14.0,13.21951219512195
2023,Austrian Grand Prix,sargeant,Williams,18,18,0,13,0.0,20.0,18.808690243228543,15.611484982379038,7.0,0,0,0,5,-0.3333333333333333,12.0,14.699186991869919
2023,Austrian Grand Prix,ocon,Alpine F1 Team,12,12,0,14,29.0,9.0,8.44749616329669,9.4002118730603,47.0,0,0,0,-2,-0.3333333333333333,9.4,10.056818181818182
2023,Austrian Grand Prix,bottas,Alfa Romeo,14,14,0,15,5.0,15.0,13.40138934709524,13.557946993882828,9.0,0,0,0,-1,-0.3333333333333333,6.166666666666667,13.21951219512195
2023,Austrian Grand Prix,piastri,McLaren,13,13,0,16,5.0,14.0,12.388517691780963,12.833557623197676,29.0,0,0,0,-3,-0.3333333333333333,12.0,10.74390243902439
2023,Austrian Grand Prix,de_vries,AlphaTauri,0,20,-20,17,0.0,19.0,15.91032758364526,14.291130085054524,2.0,0,0,0,-17,-0.3333333333333333,12.0,11.926229508196721
2023,Austrian Grand Prix,kevin_magnussen,Haas F1 Team,0,19,-19,18,2.0,18.0,16.097674680986245,15.511063716223488,8.0,0,0,0,-18,-0.3333333333333333,13.4,14.390243902439025
2023,Austrian Grand Prix,tsunoda,AlphaTauri,16,16,0,19,2.0,17.0,12.67193258646379,14.291130085054524,2.0,0,0,0,-3,-0.3333333333333333,14.0,11.926229508196721
2023,Austrian Grand Prix,hulkenberg,Haas F1 Team,8,8,0,20,6.0,13.0,14.924452751460736,15.511063716223488,11.0,0,0,1,-12,-0.3333333333333333,15.333333333333334,14.390243902439025
2023,British Grand Prix,max_verstappen,Red Bull,1,1,0,1,229.0,1.0,1.0782864298224897,3.0529074676572043,377.0,1,1,0,0,-0.3333333333333333,8.833333333333334,6.686991869918699
2023,British Grand Prix,norris,McLaren,2,2,0,2,24.0,10.0,10.37796739887293,11.947744585020288,29.0,1,1,0,0,-0.3333333333333333,6.5,10.74390243902439
2023,British Grand Prix,hamilton,Mercedes,7,7,0,3,106.0,4.0,4.950676519658424,6.952080236704439,178.0,1,1,0,4,-0.3333333333333333,1.5,4.199186991869919
2023,British Grand Prix,piastri,McLaren,3,3,0,4,5.0,14.0,13.517521771167642,11.947744585020288,59.0,0,1,0,-1,-0.3333333333333333,12.0,10.74390243902439
2023,British Grand Prix,russell,Mercedes,6,6,0,5,72.0,7.0,8.953483953750451,6.952080236704439,203.0,0,1,0,1,-0.3333333333333333,14.0,4.199186991869919
2023,British Grand Prix,perez,Red Bull,15,16,-1,6,148.0,2.0,5.027528505491918,3.0529074676572043,411.0,0,1,0,9,-0.3333333333333333,10.8,6.686991869918699
2023,British Grand Prix,alonso,Aston Martin,9,9,0,7,131.0,3.0,3.964439617291408,6.924862269033715,175.0,0,1,0,2,-0.3333333333333333,9.5,11.943181818181818
2023,British Grand Prix,albon,Williams,8,8,0,8,7.0,13.0,11.972154455854868,14.482480067009432,7.0,0,1,0,0,-0.3333333333333333,13.333333333333334,14.699186991869919
2023,British Grand Prix,leclerc,Ferrari,4,4,0,9,72.0,6.0,5.7701510966862966,5.834811405892505,154.0,0,1,0,-5,-0.3333333333333333,6.2,6.703252032520325
2023,British Grand Prix,sainz,Ferrari,5,5,0,10,82.0,5.0,5.89947171509871,5.834811405892505,157.0,0,1,0,-5,-0.3333333333333333,10.333333333333334,6.703252032520325
2023,British Grand Prix,sargeant,Williams,14,14,0,11,0.0,19.0,16.992805678164,14.482480067009432,11.0,0,0,0,3,-0.3333333333333333,12.0,14.699186991869919
2023,British Grand Prix,bottas,Alfa Romeo,20,15,5,12,5.0,15.0,13.901139254321148,13.539831885764196,9.0,0,0,0,8,-0.3333333333333333,6.5,13.21951219512195
2023,British Grand Prix,hulkenberg,Haas F1 Team,11,11,0,13,9.0,12.0,16.511145710105325,16.60175805193695,11.0,0,0,0,-2,-0.3333333333333333,10.5,14.390243902439025
2023,British Grand Prix,stroll,Aston Martin,12,12,0,14,44.0,8.0,9.88528492077602,6.924862269033715,181.0,0,0,0,-2,-0.3333333333333333,11.5,11.943181818181818
2023,British Grand Prix,zhou,Alfa Romeo,17,18,-1,15,4.0,16.0,13.178524517207244,13.539831885764196,9.0,0,0,0,2,-0.3333333333333333,19.0,13.21951219512195
2023,British Grand Prix,tsunoda,AlphaTauri,16,17,-1,16,2.0,17.0,14.650182322938194,15.45057900561504,2.0,0,0,0,0,-0.3333333333333333,12.0,11.926229508196721
2023,British Grand Prix,de_vries,AlphaTauri,18,19,-1,17,0.0,20.0,16.250975688291888,15.45057900561504,2.0,0,0,0,1,-0.3333333333333333,12.0,11.926229508196721
2023,British Grand Prix,gasly,Alpine F1 Team,10,10,0,18,16.0,11.0,10.242597073982854,10.212945025366237,47.0,0,0,1,-8,-0.3333333333333333,10.2,10.056818181818182
2023,British Grand Prix,kevin_magnussen,Haas F1 Team,19,20,-1,19,2.0,18.0,16.692370393768574,16.60175805193695,11.0,0,0,1,0,-0.3333333333333333,14.0,14.390243902439025
2023,British Grand Prix,ocon,Alpine F1 Team,13,13,0,20,31.0,9.0,10.183292976749614,10.212945025366237,47.0,0,0,1,-7,-0.3333333333333333,9.0,10.056818181818182
2023,Hungarian Grand Prix,max_verstappen,Red Bull,2,2,0,1,255.0,1.0,1.0541177968130084,3.190934139201351,411.0,1,1,0,1,-0.5666666666666667,6.333333333333333,6.686991869918699
2023,Hungarian Grand Prix,norris,McLaren,3,3,0,2,42.0,9.0,7.791516338479968,9.18539157405435,59.0,1,1,0,1,-0.5666666666666667,11.0,10.74390243902439
2023,Hungarian Grand Prix,perez,Red Bull,9,9,0,3,156.0,2.0,5.327750481589692,3.190934139201351,452.0,1,1,0,6,-0.5666666666666667,10.333333333333334,6.686991869918699
2023,Hungarian Grand Prix,hamilton,Mercedes,1,1,0,4,121.0,4.0,4.348462508485151,6.040712276545453,203.0,0,1,0,-3,-0.5666666666666667,1.8333333333333333,4.199186991869919
2023,Hungarian Grand Prix,piastri,McLaren,4,4,0,5,17.0,11.0,10.57926680962873,9.18539157405435,87.0,0,1,0,-1,-0.5666666666666667,12.0,10.74390243902439
2023,Hungarian Grand Prix,russell,Mercedes,18,18,0,6,82.0,6.0,7.732962044605755,6.040712276545453,223.0,0,1,0,12,-0.5666666666666667,11.25,4.199186991869919
2023,Hungarian Grand Prix,leclerc,Ferrari,6,6,0,7,74.0,7.0,6.767271964214212,6.966330600756502,157.0,0,1,0,-1,-0.5666666666666667,11.8,6.703252032520325
2023,Hungarian Grand Prix,sainz,Ferrari,11,11,0,8,83.0,5.0,7.165389237298791,6.966330600756502,167.0,0,1,0,3,-0.5666666666666667,6.166666666666667,6.703252032520325
2023,Hungarian Grand Prix,alonso,Aston Martin,8,8,0,9,137.0,3.0,4.901579617597416,8.028580908062152,181.0,0,1,0,-1,-0.5666666666666667,6.5,11.943181818181818
2023,Hungarian Grand Prix,stroll,Aston Martin,14,14,0,10,44.0,8.0,11.155582198526886,8.028580908062152,184.0,0,1,0,4,-0.5666666666666667,13.666666666666666,11.943181818181818
2023,Hungarian Grand Prix,albon,Williams,16,16,0,11,11.0,13.0,10.745868578235848,12.944285867968148,11.0,0,0,0,5,-0.5666666666666667,10.666666666666666,14.699186991869919
2023,Hungarian Grand Prix,bottas,Alfa Romeo,7,7,0,12,5.0,15.0,13.31421841705994,13.527534962385609,9.0,0,0,0,-5,-0.5666666666666667,9.166666666666666,13.21951219512195
2023,Hungarian Grand Prix,ricciardo,AlphaTauri,13,13,0,13,0.0,20.0,15.0,15.774556876917185,2.0,0,0,0,0,-0.5666666666666667,12.0,11.926229508196721
2023,Hungarian Grand Prix,hulkenberg,Haas F1 Team,10,10,0,14,9.0,14.0,15.42718272568051,16.415982949524675,11.0,0,0,0,-4,-0.5666666666666667,13.666666666666666,14.390243902439025
2023,Hungarian Grand Prix,tsunoda,AlphaTauri,17,17,0,15,2.0,17.0,15.066898836139636,15.774556876917185,2.0,0,0,0,2,-0.5666666666666667,12.5,11.926229508196721
2023,Hungarian Grand Prix,zhou,Alfa Romeo,5,5,0,16,4.0,16.0,13.74085150771128,13.527534962385609,9.0,0,0,0,-11,-0.5666666666666667,13.0,13.21951219512195
2023,Hungarian Grand Prix,kevin_magnussen,Haas F1 Team,19,19,0,17,2.0,18.0,17.404783173368838,16.415982949524675,11.0,0,0,0,2,-0.5666666666666667,11.8,14.390243902439025
2023,Hungarian Grand Prix,sargeant,Williams,20,20,0,18,0.0,19.0,15.142703157700453,12.944285867968148,11.0,0,0,1,2,-0.5666666666666667,12.0,14.699186991869919
2023,Hungarian Grand Prix,ocon,Alpine F1 Team,12,12,0,19,31.0,10.0,13.213912586616884,12.925689844584582,47.0,0,0,1,-7,-0.5666666666666667,9.2,10.056818181818182
2023,Hungarian Grand Prix,gasly,Alpine F1 Team,15,15,0,20,16.0,12.0,12.63746710255228,12.925689844584582,47.0,0,0,1,-5,-0.5666666666666667,9.8,10.056818181818182
2023,Belgian Grand Prix,max_verstappen,Red Bull,6,1,5,1,281.0,1.0,1.0375549562941255,2.8264467916428195,452.0,1,1,0,5,-0.625,7.833333333333333,6.686991869918699
2023,Belgian Grand Prix,perez,Red Bull,2,3,-1,2,171.0,2.0,4.615338626991512,2.8264467916428195,503.0,1,1,0,0,-0.625,9.833333333333334,6.686991869918699
2023,Belgian Grand Prix,leclerc,Ferrari,1,2,-1,3,80.0,7.0,6.838498761460073,7.129660996116451,167.0,1,1,0,-2,-0.625,9.4,6.703252032520325
2023,Belgian Grand Prix,hamilton,Mercedes,3,4,-1,4,133.0,4.0,4.241814985955888,5.722200576558389,223.0,0,1,0,-1,-0.625,4.833333333333333,4.199186991869919
2023,Belgian Grand Prix,alonso,Aston Martin,9,9,0,5,139.0,3.0,6.155907900909126,8.478911135665724,184.0,0,1,0,4,-0.625,13.25,11.943181818181818
2023,Belgian Grand Prix,russell,Mercedes,8,8,0,6,90.0,5.0,7.202586167160891,5.722200576558389,247.0,0,1,0,2,-0.625,10.0,4.199186991869919
2023,Belgian Grand Prix,norris,McLaren,7,7,0,7,60.0,8.0,6.019013259535511,7.445368153407124,87.0,0,1,0,0,-0.625,11.0,10.74390243902439
2023,Belgian Grand Prix,ocon,Alpine F1 Team,14,15,-1,8,31.0,10.0,14.98475413412689,14.937768255722771,47.0,0,1,0,6,-0.625,6.8,10.056818181818182
2023,Belgian Grand Prix,stroll,Aston Martin,10,10,0,9,45.0,9.0,10.801914370422322,8.478911135665724,196.0,0,1,0,1,-0.625,12.333333333333334,11.943181818181818
2023,Belgian Grand Prix,tsunoda,AlphaTauri,11,11,0,10,2.0,17.0,15.04642433756187,15.231450832788626,2.0,0,1,0,1,-0.625,14.0,11.926229508196721
2023,Belgian Grand Prix,gasly,Alpine F1 Team,12,12,0,11,16.0,12.0,14.890782377318656,14.937768255722771,57.0,0,0,0,1,-0.625,8.2,10.056818181818182
2023,Belgian Grand Prix,bottas,Alfa Romeo,13,14,-1,12,5.0,15.0,12.91199971396022,13.672133662436051,9.0,0,0,0,1,-0.625,7.5,13.21951219512195
2023,Belgian Grand Prix,zhou,Alfa Romeo,17,17,0,13,4.0,16.0,14.432267610911891,13.672133662436051,9.0,0,0,0,4,-0.625,14.0,13.21951219512195
2023,Belgian Grand Prix,albon,Williams,15,16,-1,14,11.0,13.0,10.82364591688214,13.42041473091591,11.0,0,0,0,1,-0.625,7.0,14.699186991869919
2023,Belgian Grand Prix,kevin_magnussen,Haas F1 Team,16,13,3,15,2.0,18.0,17.280898618932877,16.135644864746133,11.0,0,0,0,1,-0.625,13.6,14.390243902439025
2023,Belgian Grand Prix,ricciardo,AlphaTauri,19,19,0,16,0.0,21.0,13.0,15.231450832788626,3.0,0,0,0,3,-0.625,9.333333333333334,11.926229508196721
2023,Belgian Grand Prix,sargeant,Williams,18,18,0,17,0.0,19.0,16.017183544949688,13.42041473091591,11.0,0,0,0,1,-0.625,12.0,14.699186991869919
2023,Belgian Grand Prix,hulkenberg,Haas F1 Team,0,20,-20,18,9.0,14.0,14.990391110559385,16.135644864746133,11.0,0,0,0,-18,-0.625,11.333333333333334,14.390243902439025
2023,Belgian Grand Prix,sainz,Ferrari,4,5,-1,19,87.0,6.0,7.420823230772829,7.129660996116451,191.0,0,0,1,-15,-0.625,12.166666666666666,6.703252032520325
2023,Belgian Grand Prix,piastri,McLaren,5,6,-1,20,27.0,11.0,8.871723047278737,7.445368153407124,103.0,0,0,1,-15,-0.625,12.0,10.74390243902439
2023,Dutch Grand Prix,max_verstappen,Red Bull,1,1,0,1,314.0,1.0,1.0261303379826774,2.422927528132593,503.0,1,1,0,0,-0.975,1.0,6.686991869918699
2023,Dutch Grand Prix,alonso,Aston Martin,5,5,0,2,149.0,3.0,5.804268387135021,8.029010592333865,196.0,1,1,0,3,-0.975,6.0,11.943181818181818
2023,Dutch Grand Prix,gasly,Alpine F1 Team,12,12,0,3,22.0,12.0,13.707164874328036,13.28354114649139,57.0,1,1,0,9,-0.975,7.5,10.056818181818182
2023,Dutch Grand Prix,perez,Red Bull,7,7,0,4,189.0,2.0,3.8197247182825063,2.422927528132593,540.0,0,1,0,3,-0.975,6.5,6.686991869918699
2023,Dutch Grand Prix,sainz,Ferrari,6,6,0,5,92.0,7.0,10.943332321534344,8.307059406834261,191.0,0,1,0,1,-0.975,7.5,6.703252032520325
2023,Dutch Grand Prix,hamilton,Mercedes,13,13,0,6,148.0,4.0,4.168252287735777,5.502499457300847,247.0,0,1,0,7,-0.975,3.0,4.199186991869919
2023,Dutch Grand Prix,norris,McLaren,2,2,0,7,69.0,8.0,6.317439890380815,9.287251747197448,103.0,0,1,0,-5,-0.975,8.5,10.74390243902439
2023,Dutch Grand Prix,albon,Williams,4,4,0,8,11.0,13.0,11.789926711817,14.053046753153476,11.0,0,1,0,-4,-0.975,12.0,14.699186991869919
2023,Dutch Grand Prix,piastri,McLaren,8,8,0,9,34.0,11.0,12.257063604014084,9.287251747197448,111.0,0,1,0,-1,-0.975,12.0,10.74390243902439
2023,Dutch Grand Prix,ocon,Alpine F1 Team,16,17,-1,10,35.0,10.0,12.859917418654742,13.28354114649139,73.0,0,1,0,6,-0.975,9.0,10.056818181818182
2023,Dutch Grand Prix,stroll,Aston Martin,11,11,0,11,47.0,9.0,10.253752797532709,8.029010592333865,215.0,0,0,0,0,-0.975,11.0,11.943181818181818
2023,Dutch Grand Prix,hulkenberg,Haas F1 Team,14,15,-1,12,9.0,14.0,15.905946238870875,16.24648558354475,11.0,0,0,0,2,-0.975,12.0,14.390243902439025
2023,Dutch Grand Prix,lawson,AlphaTauri,19,20,-1,13,0.0,20.0,15.0,14.552619686089592,3.0,0,0,0,6,-0.975,12.0,11.926229508196721
2023,Dutch Grand Prix,bottas,Alfa Romeo,18,19,-1,14,5.0,15.0,12.634559672476923,13.315558098921777,9.0,0,0,0,4,-0.975,11.0,13.21951219512195
2023,Dutch Grand Prix,tsunoda,AlphaTauri,17,14,3,15,3.0,17.0,13.51124822278456,14.552619686089592,3.0,0,0,0,2,-0.975,19.5,11.926229508196721
2023,Dutch Grand Prix,kevin_magnussen,Haas F1 Team,0,18,-18,16,2.0,18.0,16.587024928218618,16.24648558354475,11.0,0,0,0,-16,-0.975,15.0,14.390243902439025
2023,Dutch Grand Prix,russell,Mercedes,3,3,0,17,99.0,6.0,6.836746626865919,5.502499457300847,255.0,0,0,0,-14,-0.975,9.5,4.199186991869919
2023,Dutch Grand Prix,zhou,Alfa Romeo,15,16,-1,18,4.0,16.0,13.996556525366632,13.315558098921777,9.0,0,0,1,-3,-0.975,16.0,13.21951219512195
2023,Dutch Grand Prix,leclerc,Ferrari,9,9,0,19,99.0,5.0,5.670786492134179,8.307059406834261,201.0,0,0,1,-10,-0.975,4.0,6.703252032520325
2023,Dutch Grand Prix,sargeant,Williams,10,10,0,20,0.0,19.0,16.316166794489956,14.053046753153476,15.0,0,0,1,-10,-0.975,12.0,14.699186991869919
2023,Italian Grand Prix,max_verstappen,Red Bull,2,2,0,1,339.0,1.0,1.0182145412163468,2.44627548574361,540.0,1,1,0,1,-0.4583333333333333,9.833333333333334,6.686991869918699
2023,Italian Grand Prix,perez,Red Bull,5,5,0,2,201.0,2.0,3.874336430270873,2.44627548574361,583.0,1,1,0,3,-0.4583333333333333,7.333333333333333,6.686991869918699
2023,Italian Grand Prix,sainz,Ferrari,1,1,0,3,102.0,5.0,9.142888301131032,9.425780765318454,201.0,1,1,0,-2,-0.4583333333333333,9.0,6.703252032520325
2023,Italian Grand Prix,leclerc,Ferrari,3,3,0,4,99.0,6.0,9.708673229505877,9.425780765318454,228.0,0,1,0,-1,-0.4583333333333333,7.2,6.703252032520325
2023,Italian Grand Prix,russell,Mercedes,4,4,0,5,99.0,7.0,9.915552887993698,7.319352933648376,255.0,0,1,0,-1,-0.4583333333333333,10.0,4.199186991869919
2023,Italian Grand Prix,hamilton,Mercedes,8,8,0,6,156.0,4.0,4.723152979303055,7.319352933648376,273.0,0,1,0,2,-0.4583333333333333,5.666666666666667,4.199186991869919
2023,Italian Grand Prix,albon,Williams,6,6,0,7,15.0,13.0,10.641824852976956,14.036977029242712,15.0,0,1,0,-1,-0.4583333333333333,10.5,14.699186991869919
2023,Italian Grand Prix,norris,McLaren,9,9,0,8,75.0,8.0,6.524211311099962,8.897297999768929,111.0,0,1,0,1,-0.4583333333333333,5.75,10.74390243902439
2023,Italian Grand Prix,alonso,Aston Martin,10,10,0,9,168.0,3.0,4.6518219313295095,7.565819602974862,215.0,0,1,0,1,-0.4583333333333333,15.5,11.943181818181818
2023,Italian Grand Prix,bottas,Alfa Romeo,14,14,0,10,5.0,15.0,13.048199485953113,14.128769796912213,9.0,0,1,0,4,-0.4583333333333333,4.666666666666667,13.21951219512195
2023,Italian Grand Prix,lawson,AlphaTauri,12,12,0,11,0.0,22.0,13.0,14.3852117816431,3.0,0,0,0,1,-0.4583333333333333,12.0,11.926229508196721
2023,Italian Grand Prix,piastri,McLaren,7,7,0,12,36.0,12.0,11.270384688437897,8.897297999768929,115.0,0,0,0,-5,-0.4583333333333333,12.0,10.74390243902439
2023,Italian Grand Prix,sargeant,Williams,15,15,0,13,0.0,19.0,17.43212920550847,14.036977029242712,21.0,0,0,0,2,-0.4583333333333333,12.0,14.699186991869919
2023,Italian Grand Prix,zhou,Alfa Romeo,16,16,0,14,4.0,16.0,15.209340107871316,14.128769796912213,10.0,0,0,0,2,-0.4583333333333333,10.0,13.21951219512195
2023,Italian Grand Prix,gasly,Alpine F1 Team,17,17,0,15,37.0,10.0,10.463588723688098,11.228568374716916,73.0,0,0,0,2,-0.4583333333333333,10.6,10.056818181818182
2023,Italian Grand Prix,stroll,Aston Martin,20,20,0,16,47.0,9.0,10.479817274620215,7.565819602974862,217.0,0,0,0,4,-0.4583333333333333,9.333333333333334,11.943181818181818
2023,Italian Grand Prix,hulkenberg,Haas F1 Team,13,13,0,17,9.0,14.0,14.722697992039482,15.565946230030828,11.0,0,0,0,-4,-0.4583333333333333,10.333333333333334,14.390243902439025
2023,Italian Grand Prix,kevin_magnussen,Haas F1 Team,19,19,0,18,2.0,18.0,16.409194468022168,15.565946230030828,11.0,0,0,0,1,-0.4583333333333333,16.0,14.390243902439025
2023,Italian Grand Prix,ocon,Alpine F1 Team,18,18,0,19,36.0,11.0,11.993548025745731,11.228568374716916,73.0,0,0,1,-1,-0.4583333333333333,8.2,10.056818181818182
2023,Italian Grand Prix,tsunoda,AlphaTauri,11,11,0,20,3.0,17.0,13.9622434036262,14.3852117816431,3.0,0,0,1,-9,-0.4583333333333333,17.0,11.926229508196721
2023,Singapore Grand Prix,sainz,Ferrari,1,1,0,1,117.0,5.0,7.287437716823638,7.63590720022966,228.0,1,1,0,0,-0.25,6.75,6.703252032520325
2023,Singapore Grand Prix,norris,McLaren,4,4,0,2,79.0,8.0,6.969971163941443,9.230367554406438,115.0,1,1,0,2,-0.25,5.5,10.74390243902439
2023,Singapore Grand Prix,hamilton,Mercedes,5,5,0,3,164.0,4.0,5.10882278713386,6.76981999436675,273.0,1,1,0,2,-0.25,3.75,4.199186991869919
2023,Singapore Grand Prix,leclerc,Ferrari,3,3,0,4,111.0,6.0,7.984376683635682,7.63590720022966,265.0,0,1,0,-1,-0.25,4.333333333333333,6.703252032520325
2023,Singapore Grand Prix,max_verstappen,Red Bull,11,11,0,5,364.0,1.0,1.0127128652154112,2.1604543350293004,583.0,0,1,0,6,-0.25,7.75,6.686991869918699
2023,Singapore Grand Prix,gasly,Alpine F1 Team,12,12,0,6,37.0,10.0,11.833805231082806,12.971821003850671,73.0,0,1,0,6,-0.25,10.333333333333334,10.056818181818182
2023,Singapore Grand Prix,piastri,McLaren,17,17,0,7,36.0,12.0,11.49076394487143,9.230367554406438,139.0,0,1,0,10,-0.25,12.0,10.74390243902439
2023,Singapore Grand Prix,perez,Red Bull,13,13,0,8,219.0,2.0,3.308195804843189,2.1604543350293004,597.0,0,1,0,5,-0.25,10.25,6.686991869918699
2023,Singapore Grand Prix,lawson,AlphaTauri,10,10,0,9,0.0,20.0,11.823529411764708,14.721931961098171,3.0,0,1,0,1,-0.25,12.0,11.926229508196721
2023,Singapore Grand Prix,kevin_magnussen,Haas F1 Team,6,6,0,10,2.0,18.0,16.88969499304136,16.150124392103297,11.0,0,1,0,-4,-0.25,15.0,14.390243902439025
2023,Singapore Grand Prix,albon,Williams,14,14,0,11,21.0,13.0,9.541816889270835,12.817613918511109,21.0,0,0,0,3,-0.25,11.5,14.699186991869919
2023,Singapore Grand Prix,zhou,Alfa Romeo,0,19,-19,12,4.0,16.0,14.84406066605515,13.485777938699613,10.0,0,0,0,-12,-0.25,20.0,13.21951219512195
2023,Singapore Grand Prix,hulkenberg,Haas F1 Team,9,9,0,13,9.0,14.0,15.410553791165238,16.150124392103297,12.0,0,0,0,-4,-0.25,11.0,14.390243902439025
2023,Singapore Grand Prix,sargeant,Williams,18,18,0,14,0.0,19.0,16.093410947751376,12.817613918511109,21.0,0,0,0,4,-0.25,12.0,14.699186991869919
2023,Singapore Grand Prix,alonso,Aston Martin,7,7,0,15,170.0,3.0,5.965182868838629,9.056181701704988,217.0,0,0,0,-8,-0.25,14.0,11.943181818181818
2023,Singapore Grand Prix,russell,Mercedes,2,2,0,16,109.0,7.0,8.430817201599641,6.76981999436675,289.0,0,0,1,-14,-0.25,17.0,4.199186991869919
2023,Singapore Grand Prix,bottas,Alfa Romeo,16,16,0,17,6.0,15.0,12.127495211344073,13.485777938699613,10.0,0,0,1,-1,-0.25,5.75,13.21951219512195
2023,Singapore Grand Prix,ocon,Alpine F1 Team,8,8,0,18,36.0,11.0,14.10983677661854,12.971821003850671,81.0,0,0,1,-10,-0.25,15.333333333333334,10.056818181818182
2023,Singapore Grand Prix,tsunoda,AlphaTauri,15,15,0,19,3.0,17.0,15.785939107581118,14.721931961098171,5.0,0,0,1,-4,-0.25,15.0,11.926229508196721
2023,Singapore Grand Prix,stroll,Aston Martin,0,20,-20,20,47.0,9.0,12.147180534571346,9.056181701704988,217.0,0,0,1,-20,-0.25,10.25,11.943181818181818
2023,Japanese Grand Prix,max_verstappen,Red Bull,1,1,0,1,374.0,1.0,2.21460506278708,3.4685281956332763,597.0,1,1,0,0,-0.25,6.0,6.686991869918699
2023,Japanese Grand Prix,norris,McLaren,3,3,0,2,97.0,8.0,5.471867475349145,7.804487836417574,139.0,1,1,0,1,-0.25,10.5,10.74390243902439
2023,Japanese Grand Prix,piastri,McLaren,2,2,0,3,42.0,11.0,10.137108197486002,7.804487836417574,172.0,1,1,0,-1,-0.25,12.0,10.74390243902439
2023,Japanese Grand Prix,leclerc,Ferrari,4,4,0,4,123.0,6.0,6.783361786446213,6.087785235910261,265.0,0,1,0,0,-0.25,9.0,6.703252032520325
